	target	           Displacement	Horsepower Weight	Acceleration	Model Year	Cylinders_3	Cylinders_4	Cylinders_5	Cylinders_6	Cylinders_8	Origin_1	Origin_2	Origin_3
305	3.380994674344636	151.0	90.0	2670.0	16.0	79	0	1	0	0	0	1	0	0
306	3.3945083935113587	173.0	115.0	2595.0	11.3	79	0	0	0	1	0	1	0	0
307	3.3250360206965914	173.0	115.0	2700.0	12.9	79	0	0	0	1	0	1	0	0
308	3.5409593240373143	151.0	90.0	2556.0	13.2	79	0	1	0	0	0	1	0	0
309	3.7495040759303713	98.0	76.0	2144.0	14.7	80	0	1	0	0	0	0	1	0
310	3.66612246699132	89.0	60.0	1968.0	18.8	80	0	1	0	0	0	0	0	1
311	3.4995332823830174	98.0	70.0	2120.0	15.5	80	0	1	0	0	0	1	0	0
312	3.6428355156125294	86.0	65.0	2019.0	16.4	80	0	1	0	0	0	0	0	1
313	3.367295829986474	151.0	90.0	2678.0	16.5	80	0	1	0	0	0	1	0	0
314	3.3105430133940246	140.0	88.0	2870.0	18.1	80	0	1	0	0	0	1	0	0
315	3.2308043957334744	151.0	90.0	3003.0	20.1	80	0	1	0	0	0	1	0	0
316	3.0007198150650303	225.0	90.0	3381.0	18.7	80	0	0	0	1	0	1	0	0
317	3.563882963939251	97.0	78.0	2188.0	15.8	80	0	1	0	0	0	0	1	0
318	3.427514689979529	134.0	90.0	2711.0	15.5	80	0	1	0	0	0	0	0	1
319	3.475067230228611	120.0	75.0	2542.0	17.5	80	0	1	0	0	0	0	0	1
320	3.6375861597263857	119.0	92.0	2434.0	15.0	80	0	1	0	0	0	0	0	1
321	3.502549875922443	108.0	75.0	2265.0	15.2	80	0	1	0	0	0	0	0	1
322	3.8628327612373745	86.0	65.0	2110.0	17.9	80	0	1	0	0	0	0	0	1
323	3.3638415951183864	156.0	105.0	2800.0	14.4	80	0	1	0	0	0	1	0	0
324	3.7328963395307104	85.0	65.0	2110.0	19.2	80	0	1	0	0	0	0	0	1
325	3.8133070324889884	90.0	48.0	2085.0	21.7	80	0	1	0	0	0	0	1	0
326	3.7932394694381792	90.0	48.0	2335.0	23.7	80	0	1	0	0	0	0	1	0
327	3.6216707044204863	121.0	67.0	2950.0	19.9	80	0	0	1	0	0	0	1	0
328	3.4339872044851463	146.0	67.0	3250.0	21.8	80	0	1	0	0	0	0	1	0
329	3.8199077165203406	91.0	67.0	1850.0	13.8	80	0	1	0	0	0	0	0	1
330	3.735285826928092	85.0	104.46938775510205	1835.0	17.3	80	0	1	0	0	0	0	1	0
331	3.5496173867804286	97.0	67.0	2145.0	18.0	80	0	1	0	0	0	0	0	1
332	3.427514689979529	89.0	62.0	1845.0	15.3	80	0	1	0	0	0	0	1	0
333	3.517497837358316	168.0	132.0	2910.0	11.4	80	0	0	0	1	0	0	0	1
334	3.2068032436339315	70.0	100.0	2420.0	12.5	80	1	0	0	0	0	0	0	1
335	3.58351893845611	122.0	88.0	2500.0	15.1	80	0	1	0	0	0	0	1	0
336	3.202746442938317	140.0	104.46938775510205	2905.0	14.3	80	0	1	0	0	0	1	0	0
337	3.5085558999826545	107.0	72.0	2290.0	17.0	80	0	1	0	0	0	0	0	1
338	3.339321977944068	135.0	84.0	2490.0	15.7	81	0	1	0	0	0	1	0	0
339	3.3178157727231046	151.0	84.0	2635.0	16.4	81	0	1	0	0	0	1	0	0
340	3.288401887516811	156.0	92.0	2620.0	14.4	81	0	1	0	0	0	1	0	0
341	3.1986731175506815	173.0	110.0	2725.0	12.6	81	0	0	0	1	0	1	0	0
342	3.4339872044851463	135.0	84.0	2385.0	12.9	81	0	1	0	0	0	1	0	0
343	3.6913763343125234	79.0	58.0	1755.0	16.9	81	0	1	0	0	0	0	0	1
344	3.6888794541139363	86.0	64.0	1875.0	16.4	81	0	1	0	0	0	1	0	0
345	3.586292865338835	81.0	60.0	1760.0	16.1	81	0	1	0	0	0	0	0	1
346	3.505557396986398	97.0	67.0	2065.0	17.8	81	0	1	0	0	0	0	0	1
347	3.6375861597263857	85.0	65.0	1975.0	19.4	81	0	1	0	0	0	0	0	1
348	3.655839600035736	89.0	62.0	2050.0	17.3	81	0	1	0	0	0	0	0	1
349	3.55820113047182	91.0	68.0	1985.0	16.0	81	0	1	0	0	0	0	0	1
350	3.5751506887855933	105.0	63.0	2215.0	14.9	81	0	1	0	0	0	1	0	0
351	3.5667118201397288	98.0	65.0	2045.0	16.2	81	0	1	0	0	0	1	0	0
352	3.4307561839036995	98.0	65.0	2380.0	20.7	81	0	1	0	0	0	1	0	0
353	3.5263605246161616	105.0	74.0	2190.0	14.2	81	0	1	0	0	0	0	1	0
354	3.56953269648137	100.0	104.46938775510205	2320.0	15.8	81	0	1	0	0	0	0	1	0
355	3.5467396869528134	107.0	75.0	2210.0	14.4	81	0	1	0	0	0	0	0	1
356	3.5085558999826545	108.0	75.0	2350.0	16.8	81	0	1	0	0	0	0	0	1
357	3.5234150143864045	119.0	100.0	2615.0	14.8	81	0	1	0	0	0	0	0	1
358	3.484312288372662	120.0	74.0	2635.0	18.3	81	0	1	0	0	0	0	0	1
359	3.370738174177447	141.0	80.0	3230.0	20.4	81	0	1	0	0	0	0	1	0
360	3.456316680883235	145.0	76.0	3160.0	19.6	81	0	0	0	1	0	0	1	0
361	3.2733640101522705	168.0	116.0	2900.0	12.6	81	0	0	0	1	0	0	0	1
362	3.2268439945173775	146.0	120.0	2930.0	13.8	81	0	0	0	1	0	0	0	1
363	3.152736022363656	231.0	110.0	3415.0	15.8	81	0	0	0	1	0	1	0	0
364	3.3178157727231046	350.0	105.0	3725.0	19.0	81	0	0	0	0	1	1	0	0
365	3.054001181677967	200.0	88.0	3060.0	17.1	81	0	0	0	1	0	1	0	0
366	2.9231615807191558	225.0	85.0	3465.0	16.6	81	0	0	0	1	0	1	0	0
367	3.367295829986474	112.0	88.0	2605.0	19.6	82	0	1	0	0	0	1	0	0
368	3.332204510175204	112.0	88.0	2640.0	18.6	82	0	1	0	0	0	1	0	0
369	3.5553480614894135	112.0	88.0	2395.0	18.0	82	0	1	0	0	0	1	0	0
370	3.4657359027997265	112.0	85.0	2575.0	16.2	82	0	1	0	0	0	1	0	0
371	3.4011973816621555	135.0	84.0	2525.0	16.0	82	0	1	0	0	0	1	0	0
372	3.332204510175204	151.0	90.0	2735.0	18.0	82	0	1	0	0	0	1	0	0
373	3.2188758248682006	140.0	92.0	2865.0	16.4	82	0	1	0	0	0	1	0	0
374	3.1780538303479458	151.0	104.46938775510205	3035.0	20.5	82	0	1	0	0	0	1	0	0
375	3.6109179126442243	105.0	74.0	1980.0	15.3	82	0	1	0	0	0	0	1	0
376	3.6375861597263857	91.0	68.0	2025.0	18.2	82	0	1	0	0	0	0	0	1
377	3.4657359027997265	91.0	68.0	1970.0	17.6	82	0	1	0	0	0	0	0	1
378	3.6635616461296463	105.0	63.0	2125.0	14.7	82	0	1	0	0	0	1	0	0
379	3.6109179126442243	98.0	70.0	2125.0	17.3	82	0	1	0	0	0	1	0	0
380	3.6109179126442243	120.0	88.0	2160.0	14.5	82	0	1	0	0	0	0	0	1
381	3.6109179126442243	107.0	75.0	2205.0	14.5	82	0	1	0	0	0	0	0	1
382	3.5553480614894135	108.0	70.0	2245.0	16.9	82	0	1	0	0	0	0	0	1
383	3.6635616461296463	91.0	67.0	1965.0	15.0	82	0	1	0	0	0	0	0	1
384	3.4965075614664802	91.0	67.0	1965.0	15.7	82	0	1	0	0	0	0	0	1
385	3.6635616461296463	91.0	67.0	1995.0	16.2	82	0	1	0	0	0	0	0	1
386	3.258096538021482	181.0	110.0	2945.0	16.4	82	0	0	0	1	0	1	0	0
387	3.6635616461296463	262.0	85.0	3015.0	17.0	82	0	0	0	1	0	1	0	0
388	3.295836866004329	156.0	92.0	2585.0	14.5	82	0	1	0	0	0	1	0	0
389	3.1354942159291497	232.0	112.0	2835.0	14.7	82	0	0	0	1	0	1	0	0
390	3.4965075614664802	144.0	96.0	2665.0	13.9	82	0	1	0	0	0	0	0	1
391	3.6109179126442243	135.0	84.0	2370.0	13.0	82	0	1	0	0	0	1	0	0
392	3.332204510175204	151.0	90.0	2950.0	17.3	82	0	1	0	0	0	1	0	0
393	3.332204510175204	140.0	86.0	2790.0	15.6	82	0	1	0	0	0	1	0	0
395	3.4965075614664802	135.0	84.0	2295.0	11.6	82	0	1	0	0	0	1	0	0
396	3.367295829986474	120.0	79.0	2625.0	18.6	82	0	1	0	0	0	1	0	0
397	3.4657359027997265	119.0	82.0	2720.0	19.4	82	0	1	0	0	0	1	0	0
